timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2024-02-08,d17cda3e,4dbc837f750a4aa19730a261d1d931cd,6332482,Groceries,Bank Transfer,Jakarta,15,8.11,6332482,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.85 is less than 2.0 (no significant quantity increase)."
2025-03-04,239213ba,7f4d53af101e4b608cc27e538bced2ae,6954050,Electronics,Debit Card,Semarang,71,53.38,6954050,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 1.33 is >= 2.0 (which is also false)."
2025-08-09,61a9ef61,431c995b03cb40318d7acf50afd57780,430386,Clothing,Bank Transfer,Surabaya,23,41.82,430386,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.55 ≥ 2.0 (which is false). Therefore, no fraud indicators are present."
2024-07-15,59616af8,03b28f676f09481692a4c5ebd2d00983,9230557,Home & Garden,Bank Transfer,Jakarta,60,30.3,9230557,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.98 >= 2.0) is also false."
2024-05-02,b4bafa50,071690cf7f9a4b44835bb0b5c893f8ed,118960,Home & Garden,Bank Transfer,Medan,33,23.4,118960,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (1.41 >= 2.0) is also false. Therefore, no fraud indicators are present."
2021-08-29,9840ea03,726524e5622247a284d17aba78c15651,2931723,Sports,Debit Card,Semarang,25,10.55,2931723,1,"The transaction quantity of 2.37 is greater than or equal to 2.0, which meets the second condition for potential fraud."
2022-12-12,bb69ff9f,b9db8c32d62f4619bfad204ca999a863,7901798,Groceries,Credit Card,Medan,67,35.45,1343305,1,"The transaction has a discrepancy in the -6558493 value which is not equal to 0, indicating potential fraud."
2021-02-26,2cf2c4fc,bd0da15a289f47afbf27a6b3d5971e1c,5763658,Home & Garden,Credit Card,Bandung,40,66.67,5763658,0,"Neither condition was met. 0 is equal to 0, and 0.6 is less than 2.0."
2023-08-27,c4a90bea,afc74f26023249b29c588fbc88917312,5827792,Clothing,Debit Card,Bandung,98,113.95,2098005,1,"The transaction is flagged as fraudulent because the value -3729787 is not equal to 0, indicating a discrepancy between expected and reported totals."
2025-07-08,452f3ecc,a0a7b6374a40405c909f735ecb7f3f44,8035365,Clothing,Credit Card,Surabaya,41,23.16,8035365,0,The first condition (0 != 0) is impossible as 0 always equals 0. The second condition (1.77 >= 2.0) is false since 1.77 is less than 2.0. Neither fraud indicator is met.
2024-07-14,be815dfc,3f05dc458ffc44169e6ce6d70b9d92ad,536758,Electronics,Debit Card,Semarang,80,46.24,536758,0,"Neither condition was met. 0 equals 0, and 1.73 is less than 2.0."
2022-11-21,04a24ad9,e9e407e644ee4e5daa1fc65fd5076dd7,8802007,Groceries,PayPal,Surabaya,34,18.28,8802007,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.86 is less than 2.0, so no fraud indicators were found."
2025-05-12,759ca068,f7e75279c0be45c09b1f0734ef16d99f,6608348,Home & Garden,Credit Card,Surabaya,25,34.72,6608348,0,"Neither condition is met. The first condition (0 != 0) is always false, and 0.72 is less than 2.0, so no fraud indicators are present."
2023-12-15,f55b0da3,3ca541564a6142afb51590cacdecddac,1927482,Groceries,Debit Card,Surabaya,70,68.63,1927482,0,"Neither condition is met. The first condition (0 != 0) is logically impossible, and the second condition (1.02 >= 2.0) is false. Therefore, the transaction is not fraudulent."
2025-09-10,bdba7ae0,ac0dc5a8f2f34ae3a1038ae027e84bdc,448614,Electronics,Debit Card,Semarang,76,41.99,448614,0,"Neither condition was met. The first condition (0 ≠ 0) is inherently false, and 1.81 is less than 2.0, so no fraud indicators were detected."
2024-12-03,06a3b2d4,f2ba32b3d47f4214b979b213961861a4,2549183,Electronics,Debit Card,Surabaya,86,65.65,2549183,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (1.31 >= 2.0) is also false. Therefore, no fraud indicators are present."
2021-08-31,30d840e6,c65f3830466f40f78adcb99aadd0825c,9627431,Electronics,Credit Card,Bandung,96,97.96,9627431,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.98 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2024-08-08,37d37543,d645ce3ec1ae4e7a8ee4d01e709f36e1,5643857,Clothing,Debit Card,Jakarta,65,64.36,5643857,0,"Neither condition was met. The first condition (0 not equal to 0) is logically impossible, and the second condition (1.01 >= 2.0) is false. Therefore, no fraud indicators were detected."
2025-12-04,32c29fdd,3f71f4a2acd348cf80568e22ee1c9a02,3820003,Clothing,Bank Transfer,Surabaya,5,2.58,3820003,0,"Neither condition was met. 0 equals 0, and 1.94 is less than 2.0."
2022-07-11,f96c84a3,547975aa96a043e3b5f99761923f8673,9161699,Groceries,Credit Card,Semarang,81,47.37,9161699,0,"Neither condition was met. 0 equals 0, and 1.71 is less than 2.0."
2023-12-08,3fb3309f,1f58faea5931432ebd3417841020e1e3,3665900,Electronics,Bank Transfer,Medan,91,122.97,3665900,0,"Neither condition is met. 0 is equal to 0 (no discrepancy), and 0.74 is less than 2.0 (no significant quantity increase)."
2023-05-25,f6c2d571,31ae528f1bee4632ab010e53867cab29,6566838,Clothing,Bank Transfer,Medan,39,22.81,6566838,0,"Neither condition was met. 0 equals 0, and 1.71 is less than 2.0."
2022-05-06,facfc789,60cdcb63358c4a28a2f6747b49f3a9c1,5512769,Groceries,PayPal,Jakarta,19,9.69,5512769,0,Neither condition was met. 0 equals 0 (no discrepancy) and 1.96 is less than 2.0 (no significant quantity increase).
2025-01-12,3b373b22,95d6d710ed0c4d838240000dc72753f1,8289236,Home & Garden,Bank Transfer,Surabaya,16,12.12,8289236,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.32 is less than 2.0 (no significant quantity increase)."
2023-12-15,636c2422,032f3f46af8b496a8af44c978d74bd8c,7751632,Clothing,Bank Transfer,Bandung,90,48.65,7751632,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 1.85 is less than 2.0 (no significant quantity increase)."
2024-09-21,6bb37847,d359c6692d3448358974a0bb190a25b6,1235153,Electronics,PayPal,Surabaya,49,33.11,1235153,0,"Neither condition was met. 0 is equal to 0, and 1.48 is less than 2.0."
2025-07-22,50a86bce,3a4ad77f7ae3489ba2832d75a1669b14,2021436,Clothing,Credit Card,Jakarta,15,18.52,2021436,0,"Neither condition was met. 0 equals 0, and 0.81 is less than 2.0."
2025-08-12,9606eee9,462a0b21dac642d6a90f45130caf6521,5968324,Groceries,PayPal,Bandung,42,35.29,5968324,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.19 is less than 2.0, so no fraud indicators were found."
2024-12-23,399146fa,5bd76799d7434438b78b6b4fc2931cbb,8729687,Clothing,Debit Card,Jakarta,97,80.83,8729687,0,"Neither condition was met. The first condition (0 ≠ 0) is inherently false, and 1.2 is not ≥ 2.0."
2022-01-05,a31c1f32,30e6626100e04ddebf7152df5609e6b6,743822,Electronics,Bank Transfer,Jakarta,25,17.12,743822,0,"Neither condition was met. 0 equals 0, and 1.46 is less than 2.0."
2022-05-27,1eb0b2e2,81403219eba742e79a6328ace936174a,4478481,Clothing,Debit Card,Surabaya,7,4.14,4478481,0,"Neither condition is met. 0 equals 0, and 1.69 is less than 2.0."
2024-08-15,8f84c73b,2dade41574714f268f63f6980bc8fcf5,5666918,Electronics,Credit Card,Bandung,96,168.42,5666918,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.57 is >= 2.0 (which is false)."
2022-08-10,4551c720,7cbec0df65b0463db11aabfaea130d78,381071,Groceries,PayPal,Jakarta,94,50.27,381071,0,The first condition (0 != 0) is impossible as 0 always equals 0. The second condition (1.87 >= 2.0) is false since 1.87 is less than 2.0. Neither fraud indicator is met.
2024-07-21,d929236d,849ea3734dd54c5591b679404cdc7b88,5374257,Home & Garden,Bank Transfer,Jakarta,28,36.84,5374257,0,"Neither condition was met. The value 0 is equal to 0, and 0.76 is less than 2.0."
2025-10-08,fcca68b2,5a383c92f998405192348840f060ae89,4140012,Home & Garden,Bank Transfer,Medan,58,63.74,4140012,0,"Neither condition was met. 0 is equal to 0, and 0.91 is less than 2.0."
2021-05-12,1049e480,5c036b4d3307486ab1e8cbb9359c1488,1789680,Groceries,Debit Card,Bandung,18,17.65,1789680,0,"Neither condition is met. The first condition (0 ≠ 0) is logically impossible, and the second condition (1.02 ≥ 2.0) is false. Therefore, the transaction is not fraudulent."
2021-08-15,0dd360cd,3bd0805d23a24c46bdf9b633626b7feb,5225592,Groceries,Bank Transfer,Bandung,51,33.77,5225592,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 1.51 is less than 2.0, so no fraud indicators were found."
2022-11-06,8cd0f4ae,08956ceab8ec497aab2b55a76e0e1fec,2425211,Electronics,PayPal,Surabaya,21,12.28,2425211,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.71 is less than 2.0 (no significant quantity increase).
2022-12-15,c5499a22,733709f3f76d41b8a4dce8ce3e0c96b0,1593348,Clothing,Credit Card,Medan,53,73.61,1593348,0,"Neither condition was met. 0 equals 0, and 0.72 is less than 2.0."
2023-04-14,8495961d,e71d702f500342c78a562c106e398123,3159516,Electronics,Credit Card,Bandung,53,10.91,3159516,1,"The transaction is classified as fraudulent because the value 4.86 is greater than or equal to 2.0, satisfying the second condition for potential fraud."
2024-07-24,b95df537,8d7ba40e21794237a49df50049cfb487,1604665,Clothing,Debit Card,Surabaya,43,40.19,1091172,1,"The transaction is flagged as fraudulent because the value -513493 is not equal to 0, indicating a discrepancy in transaction totals."
2024-04-09,e4e9da6f,7f71014d45ac4328b66796b92e131145,4665003,Home & Garden,Credit Card,Jakarta,28,20.29,4665003,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.38 is less than 2.0 (no significant quantity increase)."
2025-11-18,d7eda3a2,56fe660abaa849b8818d2efff64947f6,7712969,Electronics,Bank Transfer,Medan,38,20.32,7712969,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.87 >= 2.0 (which is false). Since neither indicates fraud, the transaction is non-fraudulent."
2023-11-30,8534acc6,a0dbd9b88d394460bec04253b4301892,6960040,Clothing,Credit Card,Surabaya,39,21.79,6960040,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.79 is less than 2.0 (no significant quantity increase)."
2021-08-30,4c78d8f0,08d88570da5449809d06e604bc397653,2064458,Sports,PayPal,Medan,78,92.86,2064458,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.84 ≥ 2.0 (which is false)."
2022-12-01,d12dca6d,b63f2c4b48eb4e13a5e6d9a46f6bcef2,7231717,Clothing,Debit Card,Jakarta,38,39.18,7231717,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.97 >= 2.0) is also false."
2022-02-07,7acdca5d,014cc1d4a9f9498897a0a2f7ae8735fb,2985878,Groceries,Credit Card,Bandung,68,41.98,2985878,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.62 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2024-05-21,00315cf4,c32b084696f84fa0b32e0caa96a53188,6879470,Electronics,Credit Card,Medan,59,34.3,6879470,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.72 >= 2.0 (which is false). Since neither indicates fraud, the transaction is non-fraudulent."
2021-11-24,a150145a,4feb80e3e12d44cd9c0092c627327e61,9804398,Groceries,Credit Card,Medan,41,38.68,9804398,0,"Neither condition was met. The value 0 is equal to 0, and 1.06 is less than 2.0."
2023-05-29,2cd97b23,18f19f9cb2224f719927552fbecf765d,811267,Groceries,Bank Transfer,Semarang,63,37.5,811267,0,"Neither condition was met. The value 0 equals 0, and 1.68 is less than 2.0."
2021-01-24,d87a9641,9159b41776cb4ba9bd96bc63e939857e,6141739,Clothing,Debit Card,Bandung,22,25.29,6141739,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (0.87 >= 2.0) is also false."
2023-12-18,96001af3,e6c8d9e5c6cf42228a92cfbb8884b93e,8582346,Groceries,Credit Card,Bandung,28,24.78,8582346,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.13 is less than 2.0 (no significant quantity increase)."
2023-09-11,ecaa78b6,7f44a27c93444190a4c169e73861887a,9091219,Groceries,Debit Card,Bandung,83,88.3,9091219,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.94 is >= 2.0 (which is false)."
2023-07-04,e22568f1,ab531ba5ee974446bbce905dfb871407,2510586,Groceries,Debit Card,Jakarta,76,82.61,2510586,0,"Neither condition was met. 0 equals 0, and 0.92 is less than 2.0."
2024-05-01,1529db1b,41adc51358684645a56c6949f4e61805,7061007,Home & Garden,Credit Card,Surabaya,26,14.86,7061007,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.75 >= 2.0) is also false."
2021-12-18,7b4599d0,30e2e255e1a1483295edc3fcf48f7877,7986078,Electronics,PayPal,Semarang,96,31.79,3833317,1,Both conditions are met: -4152761 is not equal to 0 (discrepancy) and 3.02 is greater than or equal to 2.0 (significant quantity increase).
2025-01-10,ab28fe6a,e0c7a08f0fd044c780478fafa298636a,8807122,Clothing,Bank Transfer,Surabaya,9,4.59,8807122,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.96 is less than 2.0 (no significant quantity increase)."
2025-04-05,84699052,e982a858a6be404791feb6a35ba3a43c,4327785,Groceries,Debit Card,Jakarta,47,38.84,4327785,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.21 is less than 2.0 (no significant quantity increase)."
2025-09-13,e57de017,9008937145134f4fb2374a37440da5e7,2716232,Electronics,Debit Card,Bandung,68,41.21,2716232,0,"Neither condition was met. 0 equals 0, and 1.65 is less than 2.0."
2024-04-07,18ca995e,f1fa9233c9dd4838a33589ed96803f9f,295646,Clothing,Bank Transfer,Jakarta,57,40.43,295646,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.41 is less than 2.0 (no significant quantity increase)."
2022-01-08,5c82cbc2,5d6b4b80510d4119a2ff638fc27f4757,1374046,Groceries,Credit Card,Jakarta,89,54.6,1374046,0,"Neither condition was met. 0 equals 0, and 1.63 is less than 2.0."
2022-07-15,a80a5db5,28b317ac4afa4238ac6fdbf66934dcb3,6620860,Groceries,Bank Transfer,Surabaya,55,36.91,6620860,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.49 is >= 2.0 (which is false)."
2025-07-02,ed8f8a16,da7199cc66034ba586cca0efffc49d5d,7999744,Electronics,PayPal,Bandung,35,23.49,7999744,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.49 is >= 2.0 (which is false)."
2023-02-25,2ee6dc9c,b9228ba1027c4dd9a072d904b62eada1,9677631,Electronics,Bank Transfer,Bandung,84,61.76,9677631,0,"Neither condition was met. 0 is equal to 0, and 1.36 is less than 2.0."
2021-06-17,a5422c57,465d8e1bcff44ee386388e9e0a7074f1,425491,Groceries,Credit Card,Semarang,43,25.44,425491,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.69 is less than 2.0 (no significant quantity increase)."
2025-06-13,28c14599,a12292c9edc64efb923aebe104c43493,2166959,Clothing,Bank Transfer,Bandung,33,25.38,2166959,0,"Neither condition was met. The value 0 is equal to 0, and 1.3 is less than 2.0."
2023-03-07,0bad3d00,15fba6b982484929ae77faead845873a,6210463,Groceries,Debit Card,Bandung,45,29.61,6210463,0,"Neither condition is met. The first condition (0 != 0) is always false, and 1.52 is less than 2.0."
2024-12-31,0a8af7f6,0dc60f0bc0554777aeae86a88ceec466,3802416,Electronics,Credit Card,Semarang,93,79.49,3802416,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.17 is less than 2.0 (no significant quantity increase)."
2024-07-04,aae5531f,06b4dee45ca543c8aab1c175249aef39,8723127,Sports,Bank Transfer,Bandung,97,43.89,8723127,1,"The transaction quantity (2.21) is greater than or equal to 2.0, which meets the second condition for potential fraud."
2025-12-25,c5457ef2,7ccfbc439b4c46deb6d8dc1a4577fde1,1866353,Groceries,PayPal,Jakarta,78,42.16,653223,1,"The transaction has a discrepancy (-1213130 ≠ 0), which is a strong indicator of potential fraud."
2024-01-28,33cc4b71,797c76e142c049e285b5860ecf23d06d,3594452,Sports,Credit Card,Bandung,89,68.46,3594452,0,"Neither condition was met. Condition 1 (0 != 0) is always false, and Condition 2 (1.3 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2024-09-26,f99b05ad,e9ee0c8d7d14408583373560bc3cf539,9911493,Clothing,Credit Card,Semarang,86,150.88,9911493,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.57 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
